Q96SW2	Q96SW2
Q9UI42	Q9UI42
Q9UI42	P00730
Q9UI42	P15085
Q6SZW1	Q6SZW1
Q6SZW1	Q6PDS3
Q8WTP8	Q8WTP8
Q8WTP8	P0C581
Q8RSY1	Q8RSY1
Q96EZ8	Q96EZ8
P62753	P62753
O75830	O75830
O75830	P22777
P03407	P03407
P03407	Q9QPN3
P03407	P04601
P46089	P46089
Q9F4H3	Q9F4H3
Q9F4H3	P0AFM9
P62249	P62249
P40306	P40306
P54939	P54939
P54939	P26039
P54939	Q71LX4
P40509	P40509
Q3B820	Q3B820
Q3B820	Q96MY7
P30044	P30044
P30044	P73728
P22830	P22830
P06783	P06783
Q9NV56	Q9NV56
Q9BWD1	Q9BWD1
Q08144	Q08144
O15394	O15394
P0ADV1	P0ADV1
O95155	O95155
O95155	P54860
B2RUJ5	B2RUJ5
B2RUJ5	Q02410
B2RUJ5	O35431
B2RUJ5	Q99767
B2RUJ5	O96018
Q5ZRQ0	Q5ZRQ0
P28371	P28371
G3G926	G3G926
Q8N8X9	Q8N8X9
Q7L5A8	Q7L5A8
Q9NZC2	Q9NZC2
Q9H2S1	Q9H2S1
Q9H2S1	O15554
Q9NVD7	Q9NVD7
Q9NVD7	Q9EPC1
Q9NVD7	Q9HBI0
G5EG51	G5EG51
Q86YP4	Q86YP4
Q86YP4	Q8WXI9
Q53GG5	Q53GG5
Q53GG5	O00151
Q53GG5	Q96HC4
Q53GG5	Q62920
Q53GG5	Q9NR12
Q53GG5	O60711
Q9UQB8	Q9UQB8
Q9UQB8	Q8BKX1
Q9UQB8	Q9UHR4
O75554	O75554
Q8K4J6	Q8K4J6
Q8K4J6	Q8IZQ8
Q8TDR4	Q8TDR4
O18973	O18973
O18973	Q9UJ41
O95278	O95278
O95278	Q9WUA5
Q9NZN8	Q9NZN8
G5EDM4	G5EDM4
G5EDM4	Q28619
G5EDM4	O14745
G5EDM4	Q9JJ19
G5EDM4	G3GTH2
G5EDM4	Q9JHL1
G5EDM4	Q15599
Q7MRZ3	Q7MRZ3
P18011	P18011
P70444	P70444
Q8BVI5	Q8BVI5
Q8BVI5	Q86Y82
Q8BVI5	O15400
P42081	P42081
Q9H2F5	Q9H2F5
Q5SXH7	Q5SXH7
Q92667	Q92667
Q8N9R6	Q8N9R6
Q99618	Q99618
Q12517	Q12517
Q9Y5X3	Q9Y5X3
P36955	P36955
O94868	O94868
Q9Y4D1	Q9Y4D1
Q9UHD4	Q9UHD4
P37958	P37958
P78324	P78324
P78324	O00241
Q12292	Q12292
P15625	P15625
P08582	P08582
P08582	P02788
P08582	P02787
P0A1K1	P0A1K1
Q24145	Q24145
Q24145	Q03526
Q24145	P21860
Q24145	Q61527
Q24145	Q62799
Q24145	P04626
Q24145	O61460
Q24145	Q15375
Q24145	P28693
Q24145	Q03137
Q24145	P54763
Q24145	Q03145
Q24145	P29317
Q24145	O35346
Q24145	Q05397
Q24145	Q00944
Q24145	P34152
Q24145	Q14289
Q24145	P07332
Q24145	P43405
Q24145	P16591
Q24145	O54967
Q24145	Q07912
Q24145	Q9UJM3
Q24145	A9UEZ6
Q24145	P00519
Q24145	P00520
Q24145	P11274
Q24145	P42684
Q24145	Q4JIM5
Q24145	P00522
Q9ULI3	Q9ULI3
Q8IWZ6	Q8IWZ6
Q6ZUS5	Q6ZUS5
Q9BUE0	Q9BUE0
Q8TDQ0	Q8TDQ0
Q8TDQ0	Q8VIM0
P27449	P27449
Q6VY07	Q6VY07
P50105	P50105
P17301	P17301
B5Z6G7	B5Z6G7
Q12274	Q12274
Q8TED9	Q8TED9
Q8TED9	Q90738
Q11120	Q11120
P32896	P32896
P78953	P78953
P23769	P23769
P23769	P23771
P23769	P15976
P23769	P17679
O95073	O95073
O76337	O76337
O76337	Q9UBP9
P40087	P40087
P40087	Q8WTU0
Q17RD7	Q17RD7
Q494R4	Q494R4
Q2TAZ0	Q2TAZ0
P97287	P97287
P97287	P10415
P97287	P10417
P97287	O35843
P97287	Q07817
P97287	Q92843
O75603	O75603
P40791	P40791
P40791	Q02078
P40791	Q8CFN5
P40791	Q06413
P40791	Q14814
Q7RTR2	Q7RTR2
P43555	P43555
P07713	P07713
P07713	P12644
P07713	P43026
P07713	P12643
P07713	P18075
Q14684	Q14684
P19456	P19456
Q08227	Q08227
Q08227	Q01968
Q08227	Q62910
Q08227	O55207
Q08227	O15357
Q08227	Q92835
Q08227	Q9BT40
Q8IUD2	Q8IUD2
P11836	P11836
Q9UK55	Q9UK55
Q9UK55	P70458
Q9NRF9	Q9NRF9
G5ECW9	G5ECW9
Q9M384	Q9M384
Q9M384	Q7G7J6
Q9M384	Q9LQT8
Q9NVI7	Q9NVI7
Q9NRJ3	Q9NRJ3
Q1PLH8	Q1PLH8
O94888	O94888
Q96HQ2	Q96HQ2
Q92560	Q92560
Q92560	Q9Y5K5
Q8N7W2	Q8N7W2
Q8WWX8	Q8WWX8
O95171	O95171
P97764	P97764
P97764	Q96G27
O60762	O60762
Q67XQ1	Q67XQ1
Q67XQ1	Q9ZNV8
P73489	P73489
Q96MF2	Q96MF2
Q6GQT6	Q6GQT6
Q6GQT6	P97260
Q8N9E0	Q8N9E0
Q811U4	Q811U4
O14863	O14863
O14863	Q9BRI3
O14863	Q99726
O14863	Q8IWU4
Q06628	Q06628
Q9Y276	Q9Y276
Q9Y276	Q9WZ49
Q9Y276	Q9WV86
Q9Y276	Q9BW62
Q9Y276	P28737
Q9Y276	P35998
Q9Y276	P62333
Q9Y276	P62191
Q9Y276	P62195
Q9Y276	Q01939
Q9Y276	P17980
Q9Y276	O75351
Q9Y276	Q9UN37
Q9Y276	P52917
Q9Y276	P25694
Q9Y276	Q7KN62
Q9Y276	P55072
Q9Y276	P46462
Q9Y276	Q01853
Q9Y276	Q8CDM1
Q9Y276	P34808
Q9Y276	P33298
Q9Y276	Q63570
Q9Y276	P43686
Q9Y276	Q9NAG4
P25584	P25584
A1YH68	A1YH68
Q14315	Q14315
Q14315	O75369
Q8IYF1	Q8IYF1
O60232	O60232
Q96IW7	Q96IW7
Q96IW7	P22214
Q6FG55	Q6FG55
Q6FG55	P01374
Q6N075	Q6N075
P38356	P38356
P33775	P33775
P33775	P46971
P33775	P31382
Q06058	Q06058
P40343	P40343
Q8L5Y6	Q8L5Y6
Q9UH73	Q9UH73
Q9BXJ1	Q9BXJ1
Q08887	Q08887
P53112	P53112
P69380	P69380
Q8IYA8	Q8IYA8
Q8VZJ1	Q8VZJ1
Q8VZJ1	Q9FNE9
Q9BVJ6	Q9BVJ6
Q9BVJ6	Q5TAP6
Q9BVK8	Q9BVK8
Q22A77	Q22A77
Q9BW11	Q9BW11
Q9Y303	Q9Y303
Q8TES7	Q8TES7
Q93045	Q93045
Q93045	P16949
Q9WV48	Q9WV48
Q9WV48	Q9QX74
Q9WV48	Q9Y566
Q9WV48	Q9UPX8
Q9WV48	Q9BYB0
Q12918	Q12918
P09038	P09038
P09038	P05230
P09038	P31371
P09038	P10767
P09038	P08620
P09038	Q92915
P09038	P61328
P02008	P02008
P02008	P09105
Q949Y0	Q949Y0
P52003	P52003
P09923	P09923
P35269	P35269
O46036	O46036
O46036	Q5ZIZ6
O46036	Q13363
O46036	P56545
O46036	P56546
O46036	O88712
Q68871	Q68871
Q68871	Q5U8X5
O13734	O13734
Q8N682	Q8N682
Q9H6U6	Q9H6U6
Q99426	Q99426
Q99426	Q8N3C7
Q99426	P30622
O15519	O15519
O00291	O00291
Q96RN5	Q96RN5
Q5VY80	Q5VY80
Q5VY80	Q9BZM5
P08603	P08603
P08603	Q9BXR6
P08603	Q03591
P08603	P36980
Q9ZWS6	Q9ZWS6
O95870	O95870
P13498	P13498
Q86YS3	Q86YS3
Q93454	Q93454
Q93454	Q3SWS8
Q93454	P78406
Q9SE37	Q9SE37
O15503	O15503
O15503	Q9Y5U4
Q63524	Q63524
Q8N5M9	Q8N5M9
E9Q8Q6	E9Q8Q6
E9Q8Q6	Q6ZP82
P35249	P35249
P35249	P40937
P68871	P68871
Q9HBB8	Q9HBB8
Q9Y383	Q9Y383
O94885	O94885
P31350	P31350
P31350	Q7LG56
P85298	P85298
P85298	Q12982
Q9BZI7	Q9BZI7
P07527	P07527
P07527	Q99640
Q8IMX7	Q8IMX7
Q8IMX7	Q8IXI2
Q38882	Q38882
Q38882	Q13393
Q38882	O14939
Q14677	Q14677
Q14677	P47160
Q14677	O88339
Q14677	Q8VY07
O95865	O95865
P27658	P27658
P27658	P02746
P27658	Q60994
P27658	Q15848
P27658	P02747
P27658	P02745
Q9H0W9	Q9H0W9
A7BFV9	A7BFV9
A7BFV9	P42566
A7BFV9	P42567
A7BFV9	Q9UBC2
P51795	P51795
P50053	P50053
Q06346	Q06346
Q15118	Q15118
O43390	O43390
O43390	O60506
O43390	Q8TBY0
Q0D2K0	Q0D2K0
Q0D2K0	Q7RTP0
Q53368	Q53368
Q53368	P13569
Q53368	P26361
Q53368	A3DCU1
Q53368	P40416
Q9VNE4	Q9VNE4
P06993	P06993
P22314	P22314
P22314	O94609
P22314	Q9UBT2
P22314	Q8TBC4
O75663	O75663
Q05519	Q05519
Q6R5N8	Q6R5N8
P08539	P08539
P08539	P50148
P08539	P18064
P08539	Q0DJ33
P08539	P34042
P08539	Q5JWF2
P08539	P63092
P08539	Q6UEA7
P08539	P30679
P08539	Q14344
P08539	P59215
P08539	P08753
P08539	P04899
P08539	P51875
P08539	C4M483
P08539	P11488
P46947	P46947
P46947	Q9BRD0
O43741	O43741
Q6IBW4	Q6IBW4
Q8NFZ5	Q8NFZ5
O82345	O82345
A0A0C4DGX9	A0A0C4DGX9
Q3UP24	Q3UP24
P35227	P35227
P35227	P35226
P35227	Q9BSM1
Q9H7H0	Q9H7H0
Q9BQ04	Q9BQ04
Q9BQ04	Q8WXF1
Q9BQ04	Q15233
Q8BH64	Q8BH64
Q8BH64	Q9QXY6
Q8BH64	Q9NZN3
Q8BH64	Q9H4M9
Q8BH64	Q8NFH8
O15273	O15273
O15273	A6HIS0
Q86YD7	Q86YD7
Q8WW18	Q8WW18
P0A892	P0A892
Q9BWF2	Q9BWF2
Q06205	Q06205
P54657	P54657
Q9BYR7	Q9BYR7
O35305	O35305
O35305	Q9Y6Q6
O74986	O74986
Q15287	Q15287
Q15287	Q16629
Q15287	P84103
Q15287	Q08170
Q15287	Q13247
Q15287	Q07955
Q80UF7	Q80UF7
Q80UF7	Q8IUC6
P47822	P47822
P50945	P50945
Q08954	Q08954
P03433	P03433
P03433	Q9Q0U9
O00590	O00590
O00590	P41597
O00590	P49238
O00590	P46092
P05549	P05549
G3V543	G3V543
Q12280	Q12280
Q01658	Q01658
P15367	P15367
Q99675	Q99675
Q9Y2R2	Q9Y2R2
Q9Y2R2	Q05209
Q9Y2R2	Q12913
Q9Y2R2	Q99952
Q9Y2R2	Q61152
Q9Y2R2	Q6PB44
Q9Y2R2	Q9H3S7
Q9Y2R2	P23470
Q9Y2R2	P16621
Q9Y2R2	O14522
Q9Y2R2	P18052
Q9Y2R2	P18433
Q6FI81	Q6FI81
Q05823	Q05823
P32917	P32917
P32917	A7TJH8
Q9EP97	Q9EP97
Q9HD36	Q9HD36
P28611	P28611
P28611	O06873
Q14694	Q14694
O64816	O64816
O64816	P19784
O64816	P68400
O64816	Q08467
Q9H6L4	Q9H6L4
B7UMB5	B7UMB5
P35869	P35869
Q7L590	Q7L590
Q5T9C2	Q5T9C2
Q8N1B4	Q8N1B4
Q14683	Q14683
Q14683	P32908
P40558	P40558
Q9NT62	Q9NT62
Q9NT62	Q9CPX6
Q9NT62	Q0WWQ1
Q9NT62	P40344
Q9NT62	C0H519
Q9NX24	Q9NX24
Q80VJ8	Q80VJ8
Q80VJ8	Q8N6L0
Q8NAV1	Q8NAV1
P49333	P49333
P49333	Q9SXL4
Q04311	Q04311
Q8XE74	Q8XE74
Q8S307	Q8S307
Q8S307	Q7XI96
P28776	P28776
A0A0E0TGM2	A0A0E0TGM2
P36095	P36095
P36095	Q9Y3E7
P49747	P49747
P21890	P21890
P21890	P00455
P21890	P10933
Q9QZ88	Q9QZ88
O43257	O43257
P38931	P38931
P38232	P38232
P69931	P69931
P53004	P53004
Q03694	Q03694
Q8I4M5	Q8I4M5
P57086	P57086
P57086	Q96JS3
P57086	Q969J2
P57086	Q86W11
P57086	P10073
P57086	Q9H4T2
P57086	P17028
P57086	Q9NWS9
Q15404	Q15404
Q15404	Q9Y2L9
Q15404	Q6NSJ5
P10148	P10148
P10148	P13236
Q9Y316	Q9Y316
Q9NVN8	Q9NVN8
P39216	P39216
P39216	P02942
P39216	P50466
P39216	Q9I3S1
Q9UHJ9	Q9UHJ9
O15265	O15265
Q8N2H9	Q8N2H9
Q8N2H9	Q9HAT8
Q8N2H9	Q96FA3
Q9UJ14	Q9UJ14
Q8IX12	Q8IX12
Q3V6T2	Q3V6T2
Q86WV1	Q86WV1
Q87GE5	Q87GE5
P46527	P46527
P46527	P38936
Q9P287	Q9P287
Q9HC52	Q9HC52
Q9HC52	O00257
Q9HC52	O95931
Q9NWS6	Q9NWS6
Q9UBU7	Q9UBU7
Q9UBU7	Q8NFT6
P06668	P06668
Q9GZM5	Q9GZM5
Q02208	Q02208
Q13011	Q13011
P78560	P78560
P32418	P32418
Q8CI75	Q8CI75
Q9P2I0	Q9P2I0
P47035	P47035
Q9Z214	Q9Z214
Q9Z214	Q9NSC5
P42073	P42073
O35889	O35889
O35889	P55196
Q13415	Q13415
Q12241	Q12241
P21554	P21554
P49327	P49327
P49327	P12785
Q9BVJ7	Q9BVJ7
Q9UPN6	Q9UPN6
O25120	O25120
Q969F0	Q969F0
A6NIM6	A6NIM6
Q96EY7	Q96EY7
Q9ZNR6	Q9ZNR6
Q9ZNR6	O80448
Q9ZNR6	Q8L940
P53108	P53108
Q15365	Q15365
Q15365	O00425
Q9BUF7	Q9BUF7
P34077	P34077
Q9Y534	Q9Y534
Q8L9W4	Q8L9W4
Q8L9W4	P93002
Q8L9W4	Q5ICL9
P98173	P98173
P98173	Q92520
O32080	O32080
O95674	O95674
O00625	O00625
P48439	P48439
Q96NY8	Q96NY8
Q96NY8	Q9NQS3
Q96NY8	Q9JLB9
Q96NY8	Q92692
Q96NY8	P32507
Q96NY8	P15151
Q96NY8	Q15223
P29131	P29131
P76014	P76014
P0ACE3	P0ACE3
Q96LP2	Q96LP2
Q6VVB1	Q6VVB1
O95848	O95848
Q5H9J7	Q5H9J7
Q5TA45	Q5TA45
A1L4K1	A1L4K1
P0AC02	P0AC02
P03255	P03255
Q8NEM0	Q8NEM0
P56377	P56377
P56377	P53680
Q9UBY9	Q9UBY9
P39523	P39523
Q8TZS0	Q8TZS0
Q1PLH4	Q1PLH4
Q8WV44	Q8WV44
Q8WV44	Q9HCM9
Q8WV44	O00635
Q8WV44	O00481
Q8WV44	Q9UDY6
P13726	P13726
O95210	O95210
P53907	P53907
Q53HC0	Q53HC0
Q3ZAQ7	Q3ZAQ7
P02686	P02686
P02686	P02687
P15597	P15597
Q96IK5	Q96IK5
Q16760	Q16760
Q9NRL2	Q9NRL2
P97767	P97767
P97767	O00167
P97767	Q6P4T3
Q9H1Y0	Q9H1Y0
Q03067	Q03067
Q7Z5G4	Q7Z5G4
O14368	O14368
Q9QY17	Q9QY17
Q9QY17	Q9UNF0
Q9QY17	Q9Z0W5
Q9QY17	Q61644
Q9QY17	Q9BY11
Q9QY17	Q9UKS6
Q6UW68	Q6UW68
P53847	P53847
P06931	P06931
Q24306	Q24306
Q96GY0	Q96GY0
Q96EY8	Q96EY8
Q21738	Q21738
Q8WVM8	Q8WVM8
P46970	P46970
Q9Y2I6	Q9Y2I6
P40161	P40161
Q9Y4Y9	Q9Y4Y9
P16860	P16860
Q12133	Q12133
Q00609	Q00609
Q00609	Q810U4
P32915	P32915
P32915	P61619
P05150	P05150
Q6P1J9	Q6P1J9
P10799	P10799
P35201	P35201
A1A5C7	A1A5C7
A1A5C7	Q8WUG5
P56589	P56589
Q9NW38	Q9NW38
Q7KLI1	Q7KLI1
Q96RF0	Q96RF0
Q96RF0	Q9Y5X1
P49686	P49686
Q8WTP9	Q8WTP9
Q8IYJ0	Q8IYJ0
P73457	P73457
Q6ZVK8	Q6ZVK8
Q8DKB2	Q8DKB2
P07998	P07998
P07998	P61823
P07998	P00669
Q9LUJ3	Q9LUJ3
P62068	P62068
P62068	O94782
P62068	Q9Y4E8
P03623	P03623
Q9Y2I1	Q9Y2I1
P71002	P71002
P71002	Q59HN8
Q9JJF9	Q9JJF9
Q9JJF9	Q8TCT9
P30048	P30048
P30048	P35700
P30048	P0CB50
P30048	Q06830
P30048	Q88NW9
P30048	Q9HY81
Q96QK1	Q96QK1
Q96QK1	Q9EQH3
O14770	O14770
O14770	O00470
O14770	P55347
A0A0H3CDI6	A0A0H3CDI6
Q9UKU9	Q9UKU9
P43682	P43682
Q9UFD9	Q9UFD9
P04114	P04114
Q9UBU9	Q9UBU9
Q9UBU9	Q9H4D5
O04350	O04350
Q96D46	Q96D46
Q99735	Q99735
P18824	P18824
P18824	Q02248
P18824	Q9WU82
P18824	P14923
P47027	P47027
Q02981	Q02981
Q8N6G5	Q8N6G5
Q7Z7H8	Q7Z7H8
P42677	P42677
Q5JII7	Q5JII7
Q9MAQ0	Q9MAQ0
Q9MAQ0	P72623
P60896	P60896
Q15049	Q15049
Q00721	Q00721
Q9NX47	Q9NX47
P34910	P34910
Q8IWZ5	Q8IWZ5
P19659	P19659
P32790	P32790
Q6ZVE7	Q6ZVE7
Q96MN9	Q96MN9
P31937	P31937
Q62848	Q62848
Q62848	Q8N6T3
Q4QEN5	Q4QEN5
Q4QEN5	P99999
P21957	P21957
P24278	P24278
P48651	P48651
Q9NQ79	Q9NQ79
Q8N895	Q8N895
P19508	P19508
Q9MBA2	Q9MBA2
Q9MBA2	P0AEZ3
Q9MBA2	Q01464
Q9MBA2	Q9AG19
O88273	O88273
P09382	P09382
P09382	P05162
O35681	O35681
O35681	Q9R0N4
O35681	Q9R0N8
O35681	Q9R0N9
O35681	P29101
O35681	O00445
O35681	P46097
O35681	P46096
O35681	P21579
O35681	P21707
O35681	Q62747
O35681	P50232
O35681	Q9BSW7
Q12175	Q12175
Q8K3Y3	Q8K3Y3
Q8K3Y3	P67809
Q99359	Q99359
P42858	P42858
P35187	P35187
P35187	P54132
Q8NEC5	Q8NEC5
Q9P0T7	Q9P0T7
Q96C74	Q96C74
Q96C74	Q9HAT0
Q04344	Q04344
P14920	P14920
Q9LKZ3	Q9LKZ3
O15123	O15123
O15123	P02671
O15123	Q15485
O15123	O43827
O15123	Q86XS5
O15123	P24821
Q70AY8	Q70AY8
Q2V2M9	Q2V2M9
Q2V2M9	Q9Y613
Q8KKH4	Q8KKH4
O00757	O00757
O00757	P09467
O60437	O60437
P25638	P25638
Q9NRD0	Q9NRD0
Q9NRD0	Q8NDX1
Q9NRD0	A5PKW4
Q84JA6	Q84JA6
Q84JA6	Q9SWW6
Q84JA6	Q8LPK5
P18545	P18545
Q5SJ83	Q5SJ83
B2CML4	B2CML4
B2CML4	Q8IUX4
B2CML4	Q9NRW3
B2CML4	Q9WVE0
B2CML4	Q9GZX7
P04387	P04387
Q16186	Q16186
Q16186	O48726
P12753	P12753
P12753	Q9UTJ8
P32861	P32861
Q9H6J7	Q9H6J7
P0AGE0	P0AGE0
Q9BXX0	Q9BXX0
P35658	P35658
P0C205	P0C205
Q6UWZ7	Q6UWZ7
P36102	P36102
Q9BU76	Q9BU76
P74643	P74643
Q9NX63	Q9NX63
O88904	O88904
O88904	Q9H2X6
O88904	Q9QZR5
P48552	P48552
Q9ESN9	Q9ESN9
Q9ESN9	Q58A65
Q9ESN9	O60271
O43683	O43683
O43683	P41695
O43683	P47074
P22812	P22812
P09122	P09122
O95630	O95630
P03495	P03495
P03495	P03496
P03495	Q99AU3
Q9NTZ6	Q9NTZ6
C6KIE6	C6KIE6
C6KIE6	Q9C516
Q9NPJ8	Q9NPJ8
Q9NPJ8	Q9UKK6
Q9NYP9	Q9NYP9
Q0WP44	Q0WP44
Q9P0T4	Q9P0T4
Q9P0T4	Q96DT7
Q9P0T4	Q64318
Q9P0T4	Q8NCP5
Q9P0T4	Q7Z3K3
Q9P0T4	Q96BR9
Q9P0T4	P08047
Q9P0T4	Q02446
Q9Y6A5	Q9Y6A5
Q9Y6A5	Q9JJ11
Q9Y6A5	O75410
Q86WP2	Q86WP2
Q9H4P4	Q9H4P4
Q9H4P4	Q9BUZ4
Q9P209	Q9P209
Q9UHC6	Q9UHC6
Q13480	Q13480
Q13480	Q9UQC2
Q9NR46	Q9NR46
Q9NR46	Q9Y371
Q92609	Q92609
Q9UKJ1	Q9UKJ1
P87169	P87169
Q7Z699	Q7Z699
Q7Z699	Q7Z698
Q13113	Q13113
P40460	P40460
P03519	P03519
O75817	O75817
P9WI73	P9WI73
O94542	O94542
Q12122	Q12122
Q8N6F1	Q8N6F1
Q8N6F1	Q9ET38
Q8N6F1	O95471
Q8N6F1	O00501
Q5T7W7	Q5T7W7
Q92922	Q92922
Q92922	P97496
Q05924	Q05924
Q16613	Q16613
Q8NI60	Q8NI60
P19934	P19934
P56159	P56159
P04480	P04480
P20618	P20618
Q91YI1	Q91YI1
P17735	P17735
P17735	P47039
P17735	Q16773
Q15276	Q15276
Q6PKC3	Q6PKC3
P54253	P54253
Q8CGB3	Q8CGB3
P0CS82	P0CS82
Q8MXZ9	Q8MXZ9
P98066	P98066
P98066	O70244
P98066	Q96PD2
P98066	P13608
P98066	O60462
P98066	P97333
P98066	Q9QWJ9
O08992	O08992
O08992	Q9H190
O08992	Q7ZYM5
Q9BUV0	Q9BUV0
Q9UGQ2	Q9UGQ2
Q6NSX1	Q6NSX1
Q3U182	Q3U182
Q3U182	Q157S1
Q08921	Q08921
P26678	P26678
Q8NG31	Q8NG31
Q53H80	Q53H80
Q16572	Q16572
Q9UHB4	Q9UHB4
P76010	P76010
P04489	P04489
P33113	P33113
Q02776	Q02776
Q02776	Q9GZU7
P51810	P51810
O52124	O52124
Q9NVT9	Q9NVT9
Q92542	Q92542
B5XST9	B5XST9
Q92685	Q92685
P00812	P00812
Q96ME1	Q96ME1
Q6PJW8	Q6PJW8
P36112	P36112
Q72547	Q72547
Q7Z434	Q7Z434
Q7Z434	Q8VCF0
Q99460	Q99460
Q8WUJ0	Q8WUJ0
Q8WUJ0	Q9UII6
Q8WUJ0	Q8WYL5
Q8WUJ0	P40479
Q8WUJ0	Q9H596
Q95LE0	Q95LE0
Q8IV20	Q8IV20
P25144	P25144
Q6W2J9	Q6W2J9
Q9U787	Q9U787
Q8TBB1	Q8TBB1
Q8TBB1	Q8N448
Q8TBB1	A4VCF7
Q8TBB1	O75970
Q8TBB1	Q8VBX6
Q8TBB1	Q63ZW7
P32460	P32460
Q9VX75	Q9VX75
Q9VX75	Q8TEW0
Q9VX75	Q9Z340
Q9HCS2	Q9HCS2
Q9HCS2	P78329
P49116	P49116
P49116	Q505F1
X5HMX4	X5HMX4
O60238	O60238
O60238	Q9Z2F7
O60238	Q12983
Q8N7F7	Q8N7F7
P55201	P55201
Q53TN4	Q53TN4
Q53TN4	P49447
Q23985	Q23985
P0AFX7	P0AFX7
O75400	O75400
Q7Z6M4	Q7Z6M4
Q9SFC6	Q9SFC6
Q13635	Q13635
P46116	P46116
P45976	P45976
P68619	P68619
P45707	P45707
Q03933	Q03933
Q03933	P10961
Q03933	G5EFT5
Q9BSF0	Q9BSF0
Q8WVZ9	Q8WVZ9
Q8WVZ9	Q86V97
Q14687	Q14687
P34932	P34932
P34932	P32589
P34932	P20029
P34932	P11021
P34932	P07823
P34932	G3I8R9
P34932	P54652
P34932	P09446
P34932	P11142
P34932	Q53FC7
P34932	P10591
P34932	Q96BE0
P34932	Q9LHA8
P34932	Q7YQC6
P34932	P0DMV8
P34932	P0DMV9
P34932	P0CS91
P34932	P0A6Y8
Q86VZ6	Q86VZ6
Q8N3L3	Q8N3L3
Q8N3L3	P40222
P0AAW9	P0AAW9
Q7Z5B4	Q7Z5B4
Q69ZI1	Q69ZI1
Q69ZI1	Q7Z6J0
Q69ZI1	Q8TEJ3
Q69ZI1	Q8TEC5
P50461	P50461
P50461	Q06407
P26798	P26798
Q8WUU8	Q8WUU8
Q5W5X9	Q5W5X9
Q5W5X9	Q6PF05
Q99933	Q99933
P28496	P28496
P07902	P07902
Q8GY61	Q8GY61
O64517	O64517
O64517	K4CWY6
Q96BD5	Q96BD5
P97784	P97784
P97784	Q49AN0
P97784	Q9R194
Q9C005	Q9C005
Q21691	Q21691
Q9SEZ1	Q9SEZ1
P36047	P36047
P36047	P71451
Q03795	Q03795
Q9P032	Q9P032
A0A0H2Z989	A0A0H2Z989
Q96I25	Q96I25
Q14CZ0	Q14CZ0
P54748	P54748
P54748	O76083
Q9FN03	Q9FN03
Q9FN03	P18754
Q9FN03	Q92834
Q9FN03	Q9R0X5
G5ECA1	G5ECA1
Q99614	Q99614
P76576	P76576
Q14134	Q14134
Q9P7W4	Q9P7W4
Q8W1E3	Q8W1E3
Q8N3I7	Q8N3I7
C4LYV4	C4LYV4
Q9A6J2	Q9A6J2
P51687	P51687
P21549	P21549
Q8WU10	Q8WU10
Q8KNZ8	Q8KNZ8
Q9BVX2	Q9BVX2
G5EG62	G5EG62
G5EG62	Q9H3U1
G5EG62	Q8IWX7
Q9UN86	Q9UN86
Q9UN86	Q13283
O43157	O43157
O43157	Q8CJH3
O43157	O15031
O43157	P70207
O14576	O14576
O14576	Q13409
Q7L5N1	Q7L5N1
Q17604	Q17604
Q08379	Q08379
Q08379	Q921M4
Q08379	Q62839
Q08379	P0DX53
Q08379	P0DX52
A0A3G5BIZ0	A0A3G5BIZ0
Q9NRF2	Q9NRF2
Q9NRF2	O14492
Q9NRF2	Q9Z200
P06727	P06727
Q9NQG7	Q9NQG7
Q48824	Q48824
Q48824	P21184
Q16401	Q16401
Q49A88	Q49A88
E9Q4Y4	E9Q4Y4
O95251	O95251
O95251	Q08649
O95251	Q9H7Z6
O95251	P40963
Q9NQS7	Q9NQS7
P10451	P10451
P33201	P33201
P21865	P21865
Q96IV0	Q96IV0
Q96IV0	Q9JI78
Q96IV0	Q02890
P60468	P60468
O54901	O54901
P0AE67	P0AE67
P0AE67	A0A0H3AM52
P0AE67	Q9HUF2
P0A2U4	P0A2U4
P78552	P78552
Q8N4C7	Q8N4C7
Q8N4C7	O75558
P27918	P27918
P27918	O60241
P15498	P15498
P15498	P27870
Q96IJ6	Q96IJ6
Q96IJ6	Q9Y5P6
Q8IXL6	Q8IXL6
Q8IXL6	O75063
Q8IXL6	Q96MK3
Q8E9K5	Q8E9K5
Q8E9K5	Q9BVA6
Q9LDT3	Q9LDT3
Q96MU7	Q96MU7
Q9UKC9	Q9UKC9
P11279	P11279
P11279	P11438
P11279	P17046
P11279	P13473
P32571	P32571
P32571	Q9VDD8
P32571	O75604
Q961D9	Q961D9
Q14185	Q14185
Q96N46	Q96N46
Q8N4T4	Q8N4T4
Q8WY98	Q8WY98
O14788	O14788
O14788	O35235
O95405	O95405
O60826	O60826
P46736	P46736
Q12502	Q12502
Q92918	Q92918
Q92918	P41279
Q92918	Q9H2G2
Q92918	Q9Z1W9
Q92918	O95747
Q92918	Q9UEW8
Q92918	Q6P9R2
Q92918	P46734
Q92918	P52564
Q92918	Q9CAD5
Q92918	Q61083
Q92918	Q9Y2U5
Q92918	O81472
Q92918	P27636
Q92918	Q13188
Q92918	Q13043
Q92918	Q03497
Q92918	Q55GV3
Q92918	Q13153
Q92918	Q13177
Q92918	P35465
Q92918	Q9Y6E0
Q92918	Q9P289
Q92918	Q9Z2W1
Q92918	O00506
Q92918	Q9P286
Q92918	Q9NQU5
Q92918	O96013
Q92918	Q8N4C8
